bad_verdicts_list,dt,publication_title_name,topics_verdicts_list,shows,ent,persons,organizations,locations,country
[],2025-09-22T19:41:25.782000Z,Тверь присоединилась к Всероссийскому субботнику,[],83179,"{'persons': [], 'organizations': [], 'locations': ['тверь']}",[],[],['тверь'],[]
[],2025-09-10T06:56:36.447000Z,"Владимир Крикунов: на пенсии скучно, выигрывать у фаворитов куда интереснее!",['Спорт'],73368,"{'persons': ['Владимир Крикунов'], 'organizations': [], 'locations': []}",['Владимир Крикунов'],[],[],[]
"['Трагическое', 'Конфликт']",2025-10-25T02:00:00Z,Экипаж танка Т-72Б3М уничтожил пункт временной дислокации ВСУ в зоне СВО,['Политический конфликт'],91606,"{'persons': [], 'organizations': ['ВСУ'], 'locations': []}",[],['ВСУ'],[],[]
[],2025-09-10T16:12:38Z,Министр связи РТ дал советы казанцам при проблемах с интернетом,['Политика'],29825,"{'persons': [], 'organizations': [], 'locations': ['рт']}",[],[],['рт'],[]
[],2025-09-15T07:04:46Z,Впервые в истории фотофиниш определил чемпиона мира в марафоне,['Спорт'],58716,"{'persons': [], 'organizations': [], 'locations': []}",[],[],[],[]
[],2025-09-15T07:03:19Z,С 9 ноября пермяки смогут улететь в Пхукет прямым рейсом,[],98066,"{'persons': [], 'organizations': [], 'locations': ['пхукет']}",[],[],['пхукет'],[]
['Политика'],2025-09-17T17:57:00Z,В Израиле заявили о переговорах с США о разделе Газы,['Политика'],19353,"{'persons': [], 'organizations': [], 'locations': ['сша', 'израиль', 'газа']}",[],[],"['сша', 'израиль', 'газа']","['USA', 'ISR']"
"['Желтуха', 'Политика', 'Конфликт']",2025-09-10T22:38:37Z,Медведев прокомментировал убийство американского активиста Кирка,"['Политика', 'Политический конфликт']",53266,"{'persons': ['Медведев', 'Кирка'], 'organizations': [], 'locations': []}","['Медведев', 'Кирка']",[],[],[]
[],2025-10-29T08:55:01Z,В Калининграде открыли уникальный для региона Центр когнитивного здоровья,[],69598,"{'persons': [], 'organizations': ['Центр когнитивного здоровья'], 'locations': ['калининград']}",[],['Центр когнитивного здоровья'],['калининград'],[]
['Желтуха'],2025-09-24T07:05:10Z,"Судьба российских лыжников решится в Цюрихе: шансов мало, надежда есть","['Спорт', 'Политика']",12675,"{'persons': [], 'organizations': [], 'locations': ['цюрих']}",[],[],['цюрих'],[]
['Конфликт'],2025-10-11T00:17:08Z,Иеромонах рассказал о чуде в бою под Работино,[],67870,"{'persons': ['Иеромонах'], 'organizations': [], 'locations': ['работино']}",['Иеромонах'],[],['работино'],[]
[],2025-10-12T10:27:40Z,"Москвичка накопила в квартире более тонны мусора и съехала, бросив в ней котят",[],30198,"{'persons': [], 'organizations': [], 'locations': []}",[],[],[],[]
['Политика'],2025-09-15T16:55:15Z,СМИ: США и Британия планируют заключить сделки на $10 млрд,['Политика'],47876,"{'persons': [], 'organizations': ['СМИ'], 'locations': ['британия', 'сша']}",[],['СМИ'],"['британия', 'сша']","['USA', 'GBR']"
[],2025-09-14T00:00:37Z,День танкиста и Всемирный день журавля отмечается 14 сентября,[],34594,"{'persons': [], 'organizations': [], 'locations': []}",[],[],[],[]
['Политика'],2025-09-24T11:27:21Z,Copenhagen Airtaxi AS объяснила закрытие аэропорта Копенгагена,[],42241,"{'persons': [], 'organizations': ['Copenhagen Airtaxi AS'], 'locations': ['копенгаген']}",[],['Copenhagen Airtaxi AS'],['копенгаген'],[]
"['Желтуха', 'Политика', 'Конфликт']",2025-09-24T11:27:00Z,"Песков объяснил слова Трампа о России как ""бумажном тигре""",['Политика'],97192,"{'persons': ['Трамп'], 'organizations': [], 'locations': ['россия']}",['Трамп'],[],['россия'],['RUS']
['Политика'],2025-09-26T02:02:04Z,"Сийярто: Болгария гарантирует Венгрии транзит газа из РФ по ""Турецкому потоку""",['Политика'],19217,"{'persons': [], 'organizations': [], 'locations': ['венгрия', 'рф', 'болгария']}",[],[],"['венгрия', 'рф', 'болгария']","['HUN', 'BGR', 'RUS']"
[],2025-09-30T12:25:18Z,"ВТБ привлек 83,8 млрд рублей в рамках допэмиссии",['Экономика'],93375,"{'persons': [], 'organizations': ['ВТБ'], 'locations': []}",[],['ВТБ'],[],[]
[],2025-09-30T12:25:15Z,Стала известна первая премьера нового сезона Московского театра кукол,['Искусство'],26449,"{'persons': [], 'organizations': ['Московский театр кукол'], 'locations': []}",[],['Московский театр кукол'],[],[]
['Политика'],2025-10-27T10:05:11Z,ВНХК в Приморье: проект готов и ждет стабильности в экономике,['Экономика'],74221,"{'persons': [], 'organizations': [], 'locations': ['приморье']}",[],[],['приморье'],[]
"['Желтуха', 'Политика']",2025-10-19T15:27:51Z,"Глава МВД Франции допустил, что ограбившие Лувр могли быть иностранцами",[],19268,"{'persons': [], 'organizations': ['МВД'], 'locations': ['лувр', 'франция']}",[],['МВД'],"['лувр', 'франция']",['FRA']
[],2025-09-03T12:10:00Z,iPhone 17 Pro Max показался на видео из производственного цеха,['Гаджеты и IT'],51822,"{'persons': [], 'organizations': [], 'locations': []}",[],[],[],[]
[],2025-10-16T16:25:27Z,ТМК заявила о намерении продать «Челябинский завод металлоконструкций»,[],12050,"{'persons': [], 'organizations': ['Челябинский завод металлоконструкций»', 'ТМК'], 'locations': []}",[],"['Челябинский завод металлоконструкций»', 'ТМК']",[],[]
"['Трагическое', 'Желтуха', 'Политика', 'Конфликт']",2025-10-20T18:26:50Z,"«Фабрика пушечного мяса»: Владимир Сальдо рассказал, во что киевский режим превратил Херсон",['Политический конфликт'],17526,"{'persons': ['Владимир Сальдо'], 'organizations': [], 'locations': ['херсон']}",['Владимир Сальдо'],[],['херсон'],[]
[],2025-09-19T10:25:00Z,"Tencent обвинила Sony в попытке монополизировать элементы Horizon Zero Dawn, хотя игра не так уж и уникальна",['Гейминг'],62235,"{'persons': [], 'organizations': ['Sony', 'Tencent'], 'locations': []}",[],"['Sony', 'Tencent']",[],[]
"['Желтуха', 'Политика']",2025-09-08T10:29:52Z,Медведев: Финляндия полностью разрушила отношения с Россией,['Политика'],99470,"{'persons': [], 'organizations': [], 'locations': ['россия', 'финляндия']}",[],[],"['россия', 'финляндия']","['FIN', 'RUS']"
[],2025-09-18T23:56:09Z,Стены и потолки потрескались в домах на Камчатке из-за землетрясения,[],76654,"{'persons': [], 'organizations': [], 'locations': ['камчатка']}",[],[],['камчатка'],[]
[],2025-10-07T05:14:38Z,"Любовь, кредиты и криптовалюта: хабаровчанка отдала 3,5 миллиона рублей интернет-знакомому",[],50206,"{'persons': [], 'organizations': [], 'locations': []}",[],[],[],[]
['Трагическое'],2025-10-10T02:31:52Z,Авиация и дроны активно ищут пропавшую семью Усольцевых в Красноярском крае,[],72414,"{'persons': ['Усольцевых'], 'organizations': [], 'locations': ['красноярский край']}",['Усольцевых'],[],['красноярский край'],[]
[],2025-09-25T18:01:49Z,Роспотребнадзор: для консервирования выбирайте только свежие фрукты и овощи,['Еда'],10118,"{'persons': [], 'organizations': ['Роспотребнадзор'], 'locations': []}",[],['Роспотребнадзор'],[],[]
[],2025-10-24T04:04:42Z,От отравления готовой едой в Улан-Удэ пострадали 165 человек,[],30499,"{'persons': [], 'organizations': [], 'locations': ['улан-удэ']}",[],[],['улан-удэ'],[]
[],2025-10-22T07:41:56Z,В Красноярске два педагога избежали увольнения за травлю ученика с РАС,[],65159,"{'persons': [], 'organizations': [], 'locations': ['красноярск']}",[],[],['красноярск'],[]
"['Политика', 'Конфликт']",2025-10-17T16:27:18Z,"Медведев назвал число контрактников, поступивших на службу с начала года",['Политика'],79296,"{'persons': ['Медведев'], 'organizations': [], 'locations': []}",['Медведев'],[],[],[]
[],2025-10-17T16:29:00Z,РБК: в Дагестане начнут производство вермута Martini с весны 2026 года,[],80133,"{'persons': [], 'organizations': ['РБК'], 'locations': ['дагестан']}",[],['РБК'],['дагестан'],[]
[],2025-10-22T13:39:16Z,С января билеты за рубеж для детей можно будет купить только по загранпаспорту,[],75545,"{'persons': [], 'organizations': [], 'locations': []}",[],[],[],[]
[],2025-09-04T11:21:33Z,В Челябинской области из-за продолжающихся дождей усилили контроль за дамбами и водохранилищами,[],85948,"{'persons': [], 'organizations': [], 'locations': ['челябинская область']}",[],[],['челябинская область'],[]
[],2025-10-13T04:25:17Z,"Погода в Таганроге 13 октября: облачно, магнитная буря, возможен дождь",[],57097,"{'persons': [], 'organizations': [], 'locations': ['таганрог']}",[],[],['таганрог'],[]
['Политика'],2025-10-27T06:54:47Z,Законно ли работать из отпуска. Объяснил эксперт,[],81704,"{'persons': [], 'organizations': [], 'locations': []}",[],[],[],[]
"['Трагическое', 'Желтуха', 'Политика', 'Конфликт']",2025-10-27T06:53:19Z,Хинштейн сообщил об ударе ВСУ по дому около подстанции в Рыльске,['Политический конфликт'],34032,"{'persons': [], 'organizations': ['ВСУ'], 'locations': ['рыльск']}",[],['ВСУ'],['рыльск'],[]
"['Желтуха', 'Политика']",2025-09-30T14:11:00Z,«Недопустимо видеть толстых генералов». Требования физподготовки ужесточат в ВС США,[],65229,"{'persons': [], 'organizations': ['ВС'], 'locations': ['сша']}",[],['ВС'],['сша'],['USA']
[],2025-09-18T17:30:04Z,Возвращение к работе после отпуска: инструкция по выживанию в офисе,[],22827,"{'persons': [], 'organizations': [], 'locations': []}",[],[],[],[]
['Политика'],2025-10-29T11:17:00Z,В России разрабатывают закон о компенсациях за лекарства для малоимущих пенсионеров,[],53493,"{'persons': [], 'organizations': [], 'locations': ['россия']}",[],[],['россия'],['RUS']
['Желтуха'],2025-10-17T02:20:45Z,"Тихая угроза: врач раскрыла симптомы болезни, которую долго не замечают",[],38746,"{'persons': [], 'organizations': [], 'locations': []}",[],[],[],[]
['Желтуха'],2025-10-08T14:49:00Z,Samsung получит шанс взять реванш над SK hynix благодаря сделке OpenAI и AMD,['Гаджеты и IT'],14419,"{'persons': [], 'organizations': ['AMD', 'Samsung', 'OpenAI', 'SK hynix'], 'locations': []}",[],"['AMD', 'Samsung', 'OpenAI', 'SK hynix']",[],[]
['Политика'],2025-09-13T16:53:06Z,Консульство Испании в Москве прекратило выдачу виз гражданам России,['Политика'],24479,"{'persons': [], 'organizations': [], 'locations': ['россия', 'испания', 'москва']}",[],[],"['россия', 'испания', 'москва']","['ESP', 'RUS']"
[],2025-10-14T07:46:00Z,Обложки для классических книг создадут школьники Приангарья,[],13552,"{'persons': [], 'organizations': [], 'locations': ['приангарья']}",[],[],['приангарья'],[]
[],2025-09-20T11:51:26Z,"Geely массово отзывают из России? Правда ли, причина, какие авто останутся",['Личный транспорт'],7030,"{'persons': [], 'organizations': [], 'locations': ['россия']}",[],[],['россия'],['RUS']
"['Трагическое', 'Желтуха', 'Конфликт']",2025-09-20T11:27:55Z,Свой среди чужих: в России раскрыли хитрый трюк армии при освобождении Муравки в ДНР. О чем не знали в ВСУ?,['Политический конфликт'],66377,"{'persons': ['Муравки'], 'organizations': ['ВСУ'], 'locations': ['днр', 'россия']}",['Муравки'],['ВСУ'],"['днр', 'россия']",['RUS']
[],2025-09-20T11:26:58Z,Без манго и креветок. Как изменятся предпочтения россиян при росте цен?,['Еда'],32372,"{'persons': [], 'organizations': [], 'locations': []}",[],[],[],[]
['Политика'],2025-09-11T15:26:02Z,Казахстан возобновляет прямое ж/д сообщение между Алма-Атой и Москвой,[],79708,"{'persons': [], 'organizations': [], 'locations': ['алма-атой', 'казахстан', 'москва']}",[],[],"['алма-атой', 'казахстан', 'москва']",['KAZ']
['Политика'],2025-09-03T14:40:00Z,"«Мы ожидаем, что могут быть инциденты в области кибербезопасности»: боится ли Татарстан атак в день выборов?",['Политика'],41369,"{'persons': [], 'organizations': [], 'locations': ['татарстан']}",[],[],['татарстан'],[]
[],2025-09-04T10:30:00Z,День сибирского поля: мы вам всё покажем!,[],41439,"{'persons': [], 'organizations': [], 'locations': []}",[],[],[],[]
[],2025-10-02T12:33:42Z,В Ангарске женщину будут судить за мошенничество с чужой квартирой,[],44823,"{'persons': [], 'organizations': [], 'locations': ['ангарск']}",[],[],['ангарск'],[]
[],2025-10-13T12:03:30Z,Звания заслуженных артистов и деятелей культуры Нижегородской области будут вручать в регионе,[],62272,"{'persons': [], 'organizations': [], 'locations': ['нижегородская область']}",[],[],['нижегородская область'],[]
[],2025-10-13T12:00:20Z,"Психолог Чуркина рассказала, сколько времени ребёнок должен уделять чтению",[],20347,"{'persons': ['Чуркина'], 'organizations': [], 'locations': []}",['Чуркина'],[],[],[]
['Желтуха'],2025-09-17T00:12:25Z,"""Новых пандемических штаммов вируса нет"": Почему в России не будет эпидемии ОРВИ – рассказал Онищенко",[],17795,"{'persons': ['Онищенко'], 'organizations': [], 'locations': ['россия']}",['Онищенко'],[],['россия'],['RUS']
['Политика'],2025-09-15T12:39:27Z,С момента присяги Милея из ВС Аргентины уволилось почти 19 тысяч военных,['Политика'],63030,"{'persons': ['Милея'], 'organizations': ['ВС'], 'locations': ['аргентина']}",['Милея'],['ВС'],['аргентина'],['ARG']
['Политика'],2025-10-14T22:15:57Z,Сенат США не принял проект о продолжении финансирования правительства,['Политика'],16825,"{'persons': [], 'organizations': ['Сенат'], 'locations': ['сша']}",[],['Сенат'],['сша'],['USA']
[],2025-09-09T07:09:26.870000Z,Ещё одну сотрудницу МВД в Карачаево-Черкесии поймали на взятках за регистрацию мигрантов,[],67894,"{'persons': [], 'organizations': ['МВД'], 'locations': ['карачаево-черкесия']}",[],['МВД'],['карачаево-черкесия'],[]
[],2025-09-22T22:01:16Z,Бастрыкин затребовал доклад по факту группового избиения девочки на Камчатке,[],77781,"{'persons': ['Бастрыкин'], 'organizations': [], 'locations': ['камчатка']}",['Бастрыкин'],[],['камчатка'],[]
"['Трагическое', 'Политика']",2025-09-09T20:52:03Z,Катар заявил о подготовке ответа на израильские удары по Дохе,['Политика'],46155,"{'persons': [], 'organizations': [], 'locations': ['катар', 'доха']}",[],[],"['катар', 'доха']",['QAT']
"['Трагическое', 'Конфликт']",2025-09-18T04:21:00Z,Минобороны: за ночь над регионами России сбиты 43 украинских дрона,['Политический конфликт'],4810,"{'persons': [], 'organizations': ['Минобороны'], 'locations': ['россия']}",[],['Минобороны'],['россия'],['RUS']
['Политика'],2025-09-24T08:26:00Z,ЦБ учтет краткосрочные вторичные эффекты повышения НДС на инфляционные ожидания,"['Экономика', 'Политика']",59102,"{'persons': [], 'organizations': ['ЦБ'], 'locations': []}",[],['ЦБ'],[],[]
['Политика'],2025-10-23T06:19:11Z,Президент Путин отметил наградами заслуги трёх жителей Челябинской области,[],30750,"{'persons': ['Путин'], 'organizations': [], 'locations': ['челябинская область']}",['Путин'],[],['челябинская область'],[]
[],2025-10-23T06:19:10Z,Новый скоростной поезд свяжет Курган и Челябинск,[],7483,"{'persons': [], 'organizations': [], 'locations': ['челябинск', 'курган']}",[],[],"['челябинск', 'курган']",[]
['Политика'],2025-09-12T16:53:01Z,НАТО приступает к операции Восточный часовой для укрепления восточного фланга,['Политика'],67592,"{'persons': [], 'organizations': ['НАТО'], 'locations': []}",[],['НАТО'],[],[]
[],2025-10-25T10:52:02Z,Появились подробности после сообщений об отмене концерта Лепса в Казани,[],77272,"{'persons': ['Лепес'], 'organizations': [], 'locations': ['казань']}",['Лепес'],[],['казань'],[]
"['Трагическое', 'Желтуха', 'Конфликт']",2025-10-29T06:51:28Z,Разбит готовивший атаку на Россию спецназ ГУР в Миргороде,['Политический конфликт'],18465,"{'persons': [], 'organizations': ['ГУР'], 'locations': ['россия', 'миргород']}",[],['ГУР'],"['россия', 'миргород']",['RUS']
[],2025-09-17T09:40:51Z,Суд Магадана приговорил мужчину к девяти годам колонии за серию краж,[],20199,"{'persons': [], 'organizations': [], 'locations': ['магадан']}",[],[],['магадан'],[]
['Трагическое'],2025-09-23T02:15:22Z,Житель Новосибирска умер в Турции после двух месяцев комы,[],67562,"{'persons': [], 'organizations': [], 'locations': ['турция', 'новосибирск']}",[],[],"['турция', 'новосибирск']",['TUR']
"['Желтуха', 'Политика']",2025-09-08T10:08:38Z,"Лавров: Запад заволновался, увидев лидеров России, Китая и Индии на фото",['Политика'],43847,"{'persons': [], 'organizations': [], 'locations': ['китай', 'россия', 'запад', 'индия']}",[],[],"['китай', 'россия', 'запад', 'индия']","['CHN', 'IND', 'RUS']"
[],2025-09-08T10:10:00Z,"Аграрии ЮФО застраховали под уборку урожая в 2025 году порядка 4,3 млн га посевов",[],64497,"{'persons': [], 'organizations': [], 'locations': ['юфо']}",[],[],['юфо'],[]
['Политика'],2025-09-01T16:40:44Z,"Фицо подтвердил, что встретится с Путиным в Китае",['Политика'],83050,"{'persons': ['Путин'], 'organizations': [], 'locations': ['китай']}",['Путин'],[],['китай'],['CHN']
[],2025-10-09T14:37:50Z,"Доходы жителей Карелии выросли за год на 15,1%",['Экономика'],66084,"{'persons': [], 'organizations': [], 'locations': ['карелия']}",[],[],['карелия'],[]
['Желтуха'],2025-10-28T10:50:12Z,Гришаев: за грубость работников общественного транспорта в Пензе наказывают,[],6823,"{'persons': [], 'organizations': [], 'locations': ['пенза']}",[],[],['пенза'],[]
['Политика'],2025-10-28T10:47:55Z,Новому депутату Заксобрания Щелконогову будут платить зарплату,[],8835,"{'persons': [], 'organizations': ['Заксобрание'], 'locations': ['щелконогов']}",[],['Заксобрание'],['щелконогов'],[]
[],2025-10-16T13:57:18Z,Мосбиржа проведет торги 1 и 3 ноября,['Экономика'],50467,"{'persons': [], 'organizations': [], 'locations': []}",[],[],[],[]
[],2025-09-29T02:11:39Z,Балерина Илзе Лиепа представит в Улан-Удэ спектакль-концерт о Чайковском,['Искусство'],14862,"{'persons': ['Илзе Лиепа'], 'organizations': [], 'locations': ['улан-удэ', 'чайковский']}",['Илзе Лиепа'],[],"['улан-удэ', 'чайковский']",[]
"['Трагическое', 'Конфликт']",2025-10-19T15:06:58Z,Бойцы ВС РФ прошли под минным полем ВСУ через подземную трубу в Новомихайловке,['Политический конфликт'],91441,"{'persons': [], 'organizations': ['ВС', 'ВСУ'], 'locations': ['рф', 'новомихайловке']}",[],"['ВС', 'ВСУ']","['рф', 'новомихайловке']",['RUS']
[],2025-10-25T00:33:19Z,Почти три четверти иностранцев учатся в вузах России платно,['Политика'],75881,"{'persons': [], 'organizations': [], 'locations': ['россия']}",[],[],['россия'],['RUS']
"['Желтуха', 'Политика']",2025-10-25T00:31:31Z,"В РФ разработали сценарии применения дрона ""Судного дня"" в случае ядерных ударов",[],43115,"{'persons': [], 'organizations': [], 'locations': ['рф']}",[],[],['рф'],['RUS']
[],2025-09-11T09:03:28Z,Ветеран Великой Отечественной войны из Калининграда отмечает 103-й день рождения,[],53306,"{'persons': [], 'organizations': [], 'locations': ['калининград']}",[],[],['калининград'],[]
"['Желтуха', 'Политика']",2025-09-01T12:03:51.472000Z,"""На страже НАТО"": что скрывается за громкой риторикой Мерца",['Политика'],83449,"{'persons': ['Мерец'], 'organizations': ['НАТО'], 'locations': []}",['Мерец'],['НАТО'],[],[]
[],2025-09-23T23:05:00Z,"«Украли забор, лавочку…» Что покажет обновленная «Табакерка»",[],26499,"{'persons': [], 'organizations': ['Табакерка'], 'locations': []}",[],['Табакерка'],[],[]
[],2025-10-31T04:01:01Z,Шнуров допустил возможность дуэта с Басковым,[],72510,"{'persons': ['Басков', 'Шнуров'], 'organizations': [], 'locations': []}","['Басков', 'Шнуров']",[],[],[]
[],2025-10-31T03:58:01Z,"Форвард ""Каролины"" Свечников набрал два очка в матче НХЛ с ""Айлендерс""",['Спорт'],6369,"{'persons': ['Свечников'], 'organizations': ['Айлендерс', 'Каролина', 'НХЛ'], 'locations': []}",['Свечников'],"['Айлендерс', 'Каролина', 'НХЛ']",[],[]
[],2025-09-12T12:07:51Z,Военные моряки взялись за весла! Во Владивостоке проходит большой чемпионат ВМФ,['Спорт'],3010,"{'persons': [], 'organizations': ['ВМФ'], 'locations': ['владивосток']}",[],['ВМФ'],['владивосток'],[]
"['Политика', 'Конфликт']",2025-10-04T14:54:00Z,Меркель призвала Европу к поиску дипломатического решения украинского кризиса,"['Политика', 'Политический конфликт']",47085,"{'persons': [], 'organizations': [], 'locations': ['европа']}",[],[],['европа'],[]
['Политика'],2025-10-19T11:05:53Z,"В Госдуме высказали критику в адрес родителей, отправляющих своих детей в школу в возрасте шести лет",[],71939,"{'persons': [], 'organizations': ['Госдума'], 'locations': []}",[],['Госдума'],[],[]
[],2025-09-17T09:05:00Z,"Бессонница на 40% повышает риск деменции, доказали ученые Mayo Clinic",[],93352,"{'persons': [], 'organizations': ['Mayo Clinic'], 'locations': []}",[],['Mayo Clinic'],[],[]
[],2025-10-01T03:54:11Z,Здание бывшего ВКИУ по ул,[],36154,"{'persons': [], 'organizations': ['ВКИУ'], 'locations': []}",[],['ВКИУ'],[],[]
['Политика'],2025-10-04T07:45:05Z,Грузинский премьер уверен в победе правящей партии на местных выборах,['Политика'],45666,"{'persons': [], 'organizations': [], 'locations': []}",[],[],[],[]
"['Трагическое', 'Конфликт']",2025-10-09T04:29:32Z,Дрон ВСУ повредил жилой дом в Ростовской области,['Политический конфликт'],34525,"{'persons': [], 'organizations': ['ВСУ'], 'locations': ['ростовская область']}",[],['ВСУ'],['ростовская область'],[]
"['Трагическое', 'Желтуха']",2025-09-10T07:33:00Z,Умерла актриса Агнесса Петерсон,[],66153,"{'persons': ['Агнесса Петерсон'], 'organizations': [], 'locations': []}",['Агнесса Петерсон'],[],[],[]
[],2025-09-08T15:14:15Z,В России подсчитали количество электрокаров и гибридов,[],91882,"{'persons': [], 'organizations': [], 'locations': ['россия']}",[],[],['россия'],['RUS']
[],2025-09-22T10:52:00Z,Между семьей и государством: кто несет главную ответственность за нравственное развитие ребенка?,[],92335,"{'persons': [], 'organizations': [], 'locations': []}",[],[],[],[]
"['Трагическое', 'Конфликт']",2025-09-22T06:04:05Z,Атаку украинских БПЛА пережила в ночь на 22 сентября Волгоградская область,['Политический конфликт'],73774,"{'persons': [], 'organizations': [], 'locations': ['волгоградская область']}",[],[],['волгоградская область'],[]
['Политика'],2025-09-15T15:30:00Z,Венгрия обещает ускорить реализацию АЭС «Пакш-2»,['Политика'],5851,"{'persons': [], 'organizations': ['АЭС «Пакш-2»'], 'locations': ['венгрия']}",[],['АЭС «Пакш-2»'],['венгрия'],['HUN']
"['Желтуха', 'Политика']",2025-10-16T17:55:05Z,"""Отличная новость для мира"": Орбан подтвердил готовность к саммиту Путина и Трампа",['Политика'],35200,"{'persons': ['Орбан', 'Трамп', 'Путин'], 'organizations': [], 'locations': []}","['Орбан', 'Трамп', 'Путин']",[],[],[]
['Политика'],2025-09-20T20:53:44Z,"Пашинян переизбран на пост главы партии ""Гражданский договор""",[],45501,"{'persons': ['Пашинян'], 'organizations': ['Гражданский договор'], 'locations': []}",['Пашинян'],['Гражданский договор'],[],[]
['Желтуха'],2025-09-20T10:06:41Z,«Меня это дико злит!»: Шнуров высмеял ноющих коллег-артистов,[],92098,"{'persons': ['Шнуров'], 'organizations': [], 'locations': []}",['Шнуров'],[],[],[]
[],2025-10-26T07:05:00Z,Пригородные поезда Алтая перейдут на новое расписание с 26 октября,[],73700,"{'persons': [], 'organizations': [], 'locations': ['алтай']}",[],[],['алтай'],[]
[],2025-10-30T05:25:53Z,В аэропорту Ижевска ввели временные ограничения,[],12683,"{'persons': [], 'organizations': [], 'locations': ['ижевск']}",[],[],['ижевск'],[]
['Желтуха'],2025-11-01T09:25:00Z,«Я горжусь сыночком. Ему было тяжело в последние дни»: мама Романа Попова сказала прощальную речь у его гроба,[],14591,"{'persons': ['Романа Попов'], 'organizations': [], 'locations': []}",['Романа Попов'],[],[],[]
"['Желтуха', 'Политика']",2025-10-29T05:55:15Z,"«Не хожу на пляж и не сплю целый день». Трамп раскрыл, как решает конфликты",[],91586,"{'persons': ['Трамп'], 'organizations': [], 'locations': []}",['Трамп'],[],[],[]
[],2025-10-22T11:46:15Z,Автомобилисты призвали отменить платное продление водительских прав,[],1722,"{'persons': [], 'organizations': [], 'locations': []}",[],[],[],[]
[],2025-10-25T05:05:09Z,Из-за действий фанатов матчи ХК «Зауралье» в Кургане рискуют сделать закрытыми,['Спорт'],98445,"{'persons': [], 'organizations': ['ХК «Зауралье»'], 'locations': ['курган']}",[],['ХК «Зауралье»'],['курган'],[]
['Желтуха'],2025-10-24T13:22:53Z,Дочь под полиграфом сдала отчима-педофила и мать-подельницу. Изувер пытал малышку карандашами,[],24544,"{'persons': ['Изувер'], 'organizations': [], 'locations': []}",['Изувер'],[],[],[]
[],2025-10-24T13:08:08Z,"Незримый, но эффективный барьер: как защитить дачу от злоумышленников в зимний сезон",[],42681,"{'persons': ['Незримый'], 'organizations': [], 'locations': []}",['Незримый'],[],[],[]
[],2025-10-24T12:21:04Z,В Санкт-Петербурге правоохранители нагрянули с обысками в офисы компании ЛСР: подробности,[],13156,"{'persons': [], 'organizations': ['ЛСР'], 'locations': ['санкт-петербург']}",[],['ЛСР'],['санкт-петербург'],[]
"['Трагическое', 'Конфликт']",2025-10-16T08:29:42Z,ВСУ за сутки атаковали девять районов Белгородской области,['Политический конфликт'],32360,"{'persons': [], 'organizations': ['ВСУ'], 'locations': ['белгородская область']}",[],['ВСУ'],['белгородская область'],[]
"['Трагическое', 'Желтуха', 'Конфликт']",2025-10-16T08:28:08Z,В Харьковской области заявили о коллапсе боевого духа ВСУ,['Политический конфликт'],93565,"{'persons': [], 'organizations': ['ВСУ'], 'locations': ['харьковская область']}",[],['ВСУ'],['харьковская область'],[]
[],2025-09-24T08:27:24Z,Хмелевский отказался подписывать контракт с «Ак Барсом»,['Спорт'],53532,"{'persons': ['Хмелевский'], 'organizations': ['Ак Барсом'], 'locations': []}",['Хмелевский'],['Ак Барсом'],[],[]
[],2025-10-23T11:18:18Z,Утечка сточных вод в реку наблюдается уже месяц в Нижегородской области,[],5984,"{'persons': [], 'organizations': [], 'locations': ['нижегородская область']}",[],[],['нижегородская область'],[]
[],2025-09-25T09:48:40Z,Генпрокуратура потребовала изъять в собственность России петербургский спорткомплекс,[],34641,"{'persons': [], 'organizations': ['Генпрокуратура'], 'locations': ['россия']}",[],['Генпрокуратура'],['россия'],['RUS']
[],2025-09-17T11:20:55Z,Mazda CX-90 2026: премиальный спорткроссовер с Alexa и самым мощным турбомотором для США,['Личный транспорт'],75216,"{'persons': [], 'organizations': ['Alexa', 'Mazda'], 'locations': ['сша']}",[],"['Alexa', 'Mazda']",['сша'],['USA']
"['Трагическое', 'Желтуха', 'Политика', 'Конфликт']",2025-09-17T06:38:03Z,Депутат Рады Дмитрук: спастись от мобилизации на Украине можно за $30-50 тыс.,['Политический конфликт'],47428,"{'persons': ['Дмитрук'], 'organizations': ['Рада'], 'locations': ['украина']}",['Дмитрук'],['Рада'],['украина'],['UKR']
"['Желтуха', 'Мигранты']",2025-09-24T11:14:00Z,В Армении застрелили оппозиционного главу общины Паракар,[],59061,"{'persons': [], 'organizations': [], 'locations': ['армения', 'паракар']}",[],[],"['армения', 'паракар']",['ARM']
[],2025-10-21T13:10:43Z,Лидию-Федосееву Шукшину выписали из больницы после планового обследования,[],7012,"{'persons': ['Лидию-Федосееву Шукшину'], 'organizations': [], 'locations': []}",['Лидию-Федосееву Шукшину'],[],[],[]
[],2025-10-07T07:59:00Z,Тимур Турлов и Freedom Finance: искусственный интеллект как драйвер банковской трансформации Казахстана,[],65404,"{'persons': ['Тимур Турлов'], 'organizations': ['Freedom Finance'], 'locations': ['казахстан']}",['Тимур Турлов'],['Freedom Finance'],['казахстан'],['KAZ']
[],2025-09-07T20:40:36Z,Определились все четвертьфиналисты баскетбольного ЧЕ-2025. За кем будем следить,['Спорт'],97372,"{'persons': [], 'organizations': [], 'locations': []}",[],[],[],[]
